vehicle_id,make,model,variant,year,body_type,drivetrain,battery_chemistry,usable_battery_kwh,ideal_consumption_wh_km,regen_efficiency,weight_kg,max_dc_charge_kw,temp_penalty_factor,charge_curve_hint,route_type,terrain_type,climate_type,distance_km,speed_kmh,grade_pct,temp_c,start_soc_pct,hvac_override_kw,base_consumption_kwh,speed_delta_kwh,slope_kwh,regen_kwh,hvac_kwh,temp_penalty_kwh,gross_consumption_kwh,net_consumption_kwh,estimated_wh_km,target_wh_km,target_energy_kwh,end_soc_pct,below_reserve
byd_han,BYD,Han,EV AWD,2024,Sedan,AWD,LFP,82.0,161.0,0.68,2320.0,120.0,0.007,flat_lfp,highway,hilly_up,hot,71.13,123.4,5.74,39.7,84.68,1.71,11.4519,8.1321,25.8119,0.0,0.9857,0.0,47.773,47.773,671.63,673.133,47.8799,26.42,0
kia_ev9_lr_awd,Kia,EV9,Long Range AWD,2024,SUV,AWD,NMC,96.0,205.0,0.7,2640.0,235.0,0.009,tapered_nmc,highway,flat,mild,166.71,106.0,-0.21,13.3,88.92,2.07,34.1756,10.9605,0.0,1.763,3.2556,2.0608,51.9659,50.2029,301.14,300.873,50.1585,36.63,0
tesla_model_3_rwd,Tesla,Model 3,RWD,2024,Sedan,RWD,LFP,57.5,139.0,0.72,1761.0,170.0,0.007,flat_lfp,highway,flat,mild,80.52,99.0,0.21,12.4,56.33,1.56,11.1923,1.9686,0.8114,0.0,1.2688,0.5954,15.8366,15.8366,196.68,197.644,15.9143,28.79,0
volkswagen_id4_pro,Volkswagen,ID.4,Pro,2024,SUV,RWD,NMC,77.0,165.0,0.68,2124.0,135.0,0.008,tapered_nmc,mixed,hilly_down,hot,16.54,92.4,-6.22,30.2,63.7,1.76,2.7291,0.1249,0.0,4.0491,0.315,0.0,3.169,1.9104,115.5,115.5,1.9104,61.22,0
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,highway,rolling,mild,86.16,114.2,-2.72,13.6,93.1,1.15,13.1825,6.5789,0.0,6.405,0.8676,0.7593,21.3883,14.9833,173.9,174.117,15.0019,51.48,0
polestar_2_lr_rwd,Polestar,2,Long Range Single Motor,2024,Fastback,RWD,NMC,79.0,157.0,0.7,2060.0,205.0,0.008,tapered_nmc,highway,hilly_down,mild,32.11,119.3,-5.81,24.0,42.61,1.46,5.0413,3.0986,0.0,7.3307,0.393,0.0,8.5328,3.5289,109.9,111.437,3.5782,38.14,0
byd_dolphin,BYD,Dolphin,Standard,2024,Hatchback,FWD,LFP,43.2,145.0,0.65,1490.0,60.0,0.007,flat_lfp,mixed,flat,hot,15.62,91.7,0.15,37.8,53.17,1.62,2.2649,0.0732,0.0951,0.0,0.2759,0.0,2.7092,2.7092,173.44,174.943,2.7326,46.9,0
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,mixed,flat,mild,30.85,61.9,-0.95,12.6,31.45,2.0,4.8434,-2.28,0.0,1.1063,0.9968,0.2509,3.8111,3.3904,109.9,109.9,3.3904,25.55,0
byd_dolphin,BYD,Dolphin,Standard,2024,Hatchback,FWD,LFP,43.2,145.0,0.65,1490.0,60.0,0.007,flat_lfp,highway,rolling,cold,100.55,90.3,-2.76,-9.4,91.58,1.94,14.5798,0.0827,0.0,7.3242,2.1602,3.0005,19.8232,12.499,124.31,121.23,12.1896,62.65,0
byd_seal_lr,BYD,Seal,Long Range RWD,2024,Sedan,RWD,LFP,80.0,153.0,0.68,2150.0,150.0,0.007,flat_lfp,highway,flat,mild,97.44,98.8,0.66,13.2,34.03,1.2,14.9083,2.5621,3.7678,0.0,1.1835,0.7096,23.1313,23.1313,237.39,236.074,23.0031,5.12,1
ford_mustang_mache_er,Ford,Mustang Mach-E,Extended Range RWD,2024,SUV,RWD,NMC,88.0,181.0,0.67,2097.0,150.0,0.008,tapered_nmc,highway,rolling,hot,79.16,97.9,2.59,36.1,30.08,1.9,14.328,2.2032,11.7158,0.0,1.5363,0.0,29.7832,29.7832,376.24,381.407,30.1922,0.0,1
byd_han,BYD,Han,EV AWD,2024,Sedan,AWD,LFP,82.0,161.0,0.68,2320.0,120.0,0.007,flat_lfp,highway,hilly_up,hot,106.61,97.1,3.2,35.2,33.91,2.43,17.1642,2.365,21.5676,0.0,2.668,0.0,45.0778,45.0778,422.83,412.314,43.9567,0.0,1
mercedes_eqa250,Mercedes-Benz,EQA,250,2024,SUV,FWD,NMC,66.5,166.0,0.67,2040.0,100.0,0.008,tapered_nmc,highway,rolling,cold,166.5,110.8,-3.4,-1.0,67.16,2.31,27.639,11.7185,0.0,21.0846,3.4713,4.6434,47.4721,26.3876,158.48,160.868,26.7846,27.48,0
mercedes_eqa250,Mercedes-Benz,EQA,250,2024,SUV,FWD,NMC,66.5,166.0,0.67,2040.0,100.0,0.008,tapered_nmc,mixed,hilly_up,mild,41.25,61.6,5.48,16.1,99.62,1.74,6.8475,-3.2533,12.5661,0.0,1.1652,0.2136,17.5392,17.5392,425.19,420.835,17.3595,73.25,0
byd_seal_lr,BYD,Seal,Long Range RWD,2024,Sedan,RWD,LFP,80.0,153.0,0.68,2150.0,150.0,0.007,flat_lfp,city,rolling,mild,9.01,34.3,-2.93,19.9,76.48,1.23,1.3785,-1.1111,0.0,1.0517,0.3231,0.001,0.5915,0.965,107.1,109.642,0.9879,75.27,0
tesla_model_3_lr_awd,Tesla,Model 3,Long Range AWD,2024,Sedan,AWD,NMC,75.0,134.0,0.74,1844.0,250.0,0.008,tapered_nmc,highway,hilly_down,mild,78.01,128.9,-4.84,22.1,35.01,1.61,10.4533,8.7985,0.0,14.0396,0.9744,0.0,20.833,7.3173,93.8,94.175,7.3466,25.25,0
nissan_ariya_87kwh,Nissan,Ariya,87kWh RWD,2024,SUV,RWD,NMC,87.0,176.0,0.67,2175.0,130.0,0.008,tapered_nmc,mixed,flat,mild,29.73,90.7,0.98,20.9,53.77,1.68,5.2325,0.0694,1.7268,0.0,0.5507,0.0,7.5793,7.5793,254.94,249.946,7.4309,45.06,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,highway,hilly_up,hot,63.71,119.1,3.84,35.8,95.95,2.46,10.1299,6.1797,13.9999,0.0,1.3159,0.0,31.6254,31.6254,496.4,506.167,32.2479,53.21,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,highway,rolling,mild,141.58,135.3,-0.17,23.7,27.48,1.16,20.9538,20.9504,0.0,0.9648,1.2138,0.0,43.118,42.1533,297.73,305.1,43.1961,0.0,1
byd_seal_lr,BYD,Seal,Long Range RWD,2024,Sedan,RWD,LFP,80.0,153.0,0.68,2150.0,150.0,0.007,flat_lfp,highway,rolling,cold,116.0,119.1,-3.3,-5.3,51.97,2.71,17.748,10.8271,0.0,15.2506,2.6395,3.1432,34.3577,19.1071,164.72,168.282,19.5207,28.09,0
volvo_ex40_twin,Volvo,EX40,Twin Motor AWD,2024,SUV,AWD,NMC,79.0,195.0,0.68,2270.0,150.0,0.009,tapered_nmc,mixed,flat,mild,43.22,75.4,0.99,21.0,97.6,1.72,8.4279,-2.19,2.6467,0.0,0.9859,0.0,10.1667,10.1667,235.23,238.581,10.3115,84.73,0
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,highway,rolling,mild,170.85,119.0,3.53,18.4,99.86,1.29,25.4566,15.4712,29.73,0.0,1.8521,0.3258,72.8357,72.8357,426.31,424.847,72.5852,0.0,1
tesla_model_y_lr_awd,Tesla,Model Y,Long Range AWD,2024,SUV,AWD,NMC,75.0,179.0,0.72,2232.0,250.0,0.008,tapered_nmc,highway,flat,mild,177.52,118.6,0.15,21.2,74.9,1.89,31.7761,19.0202,1.6196,0.0,2.8289,0.0,56.9022,56.9022,320.54,315.434,55.9958,0.0,1
renault_megane_ev60,Renault,Megane E-Tech,EV60,2024,Hatchback,FWD,NMC,55.0,149.0,0.68,1624.0,130.0,0.008,tapered_nmc,city,flat,hot,6.53,31.2,0.21,37.8,32.43,1.56,0.973,-0.8123,0.0607,0.0,0.3265,0.0,0.5479,0.6811,104.3,104.3,0.6811,31.19,0
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,highway,hilly_up,mild,57.17,94.9,2.52,14.2,97.37,0.98,8.747,0.8249,6.0576,0.0,0.5904,0.4566,16.6765,16.6765,291.7,295.491,16.8932,51.05,0
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,highway,flat,mild,130.22,133.7,0.36,10.4,38.61,1.61,22.0072,21.1224,2.7912,0.0,1.5681,1.6902,49.1791,49.1791,377.66,368.686,48.0103,0.0,1
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,city,rolling,mild,8.58,34.5,0.48,10.2,78.84,1.26,1.2698,-1.0211,0.2261,0.0,0.3134,0.0996,0.8878,0.8889,103.6,103.6,0.8889,77.64,0
tesla_model_y_rwd,Tesla,Model Y,RWD,2024,SUV,RWD,LFP,57.5,157.0,0.7,1979.0,250.0,0.007,flat_lfp,mixed,flat,hot,14.38,60.9,0.3,36.0,98.78,2.27,2.2577,-1.0954,0.2326,0.0,0.536,0.0,1.9309,1.9309,134.28,138.278,1.9884,95.42,0
tesla_model_3_rwd,Tesla,Model 3,RWD,2024,Sedan,RWD,LFP,57.5,139.0,0.72,1761.0,170.0,0.007,flat_lfp,highway,hilly_down,mild,174.55,138.3,-2.08,15.3,94.38,1.14,24.2625,26.1015,0.0,12.5442,1.4388,0.7982,52.601,40.0569,229.49,227.4,39.6927,24.72,0
nissan_ariya_87kwh,Nissan,Ariya,87kWh RWD,2024,SUV,RWD,NMC,87.0,176.0,0.67,2175.0,130.0,0.008,tapered_nmc,highway,hilly_up,hot,159.8,100.6,6.65,34.5,95.6,1.83,28.1248,5.8607,62.9831,0.0,2.9069,0.0,99.8755,99.8755,625.0,617.601,98.6926,0.0,1
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,highway,rolling,hot,133.4,97.4,-0.82,33.1,65.57,1.82,20.4102,2.9343,0.0,2.9896,2.4927,0.0,25.8372,22.8476,171.27,175.404,23.399,2.1,1
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,mixed,rolling,cold,56.46,96.6,-1.23,-7.9,64.53,2.19,7.3398,0.9383,0.0,2.8173,1.28,1.6382,11.1964,8.3791,148.41,150.072,8.4731,53.21,0
tesla_model_3_lr_awd,Tesla,Model 3,Long Range AWD,2024,Sedan,AWD,NMC,75.0,134.0,0.74,1844.0,250.0,0.008,tapered_nmc,highway,rolling,mild,42.79,127.2,-1.05,14.1,68.4,1.07,5.7339,4.5905,0.0,1.6707,0.3599,0.2706,11.2836,9.6129,224.65,221.987,9.4988,55.58,0
byd_han,BYD,Han,EV AWD,2024,Sedan,AWD,LFP,82.0,161.0,0.68,2320.0,120.0,0.007,flat_lfp,highway,flat,mild,168.1,138.3,-0.78,13.1,57.28,1.5,27.0641,29.1156,0.0,5.6367,1.8232,1.3072,61.0894,55.4526,329.88,327.624,55.0736,0.0,1
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,city,hilly_up,mild,6.34,43.1,1.61,20.5,83.46,1.58,0.9447,-0.6745,0.5032,0.0,0.2324,0.0,1.0058,1.0058,158.64,157.522,0.9987,81.73,0
tesla_model_3_rwd,Tesla,Model 3,RWD,2024,Sedan,RWD,LFP,57.5,139.0,0.72,1761.0,170.0,0.007,flat_lfp,city,hilly_up,mild,9.52,55.1,6.2,23.5,84.37,1.12,1.3233,-0.7486,2.8324,0.0,0.1935,0.0,3.6006,3.6006,378.21,377.153,3.5905,78.11,0
polestar_2_lr_rwd,Polestar,2,Long Range Single Motor,2024,Fastback,RWD,NMC,79.0,157.0,0.7,2060.0,205.0,0.008,tapered_nmc,highway,rolling,hot,129.46,109.4,2.16,27.1,67.53,1.41,20.3252,7.9986,15.6972,0.0,1.6685,0.0,45.6896,45.6896,352.92,345.314,44.7044,9.7,1
tesla_model_y_lr_awd,Tesla,Model Y,Long Range AWD,2024,SUV,AWD,NMC,75.0,179.0,0.72,2232.0,250.0,0.008,tapered_nmc,mixed,rolling,cold,19.77,80.8,3.82,1.6,91.11,2.46,3.5388,-0.5927,4.5934,0.0,0.6019,0.5209,8.9222,8.9222,451.3,461.734,9.1285,79.21,0
nissan_ariya_87kwh,Nissan,Ariya,87kWh RWD,2024,SUV,RWD,NMC,87.0,176.0,0.67,2175.0,130.0,0.008,tapered_nmc,mixed,rolling,mild,44.51,74.6,-1.93,22.4,90.68,1.73,7.8338,-2.1398,0.0,3.4113,1.0322,0.0,6.7262,5.4836,123.2,123.2,5.4836,84.38,0
kia_ev9_lr_awd,Kia,EV9,Long Range AWD,2024,SUV,AWD,NMC,96.0,205.0,0.7,2640.0,235.0,0.009,tapered_nmc,mixed,hilly_down,mild,26.74,90.0,-5.57,21.7,54.76,1.81,5.4817,0.0,0.0,7.5004,0.5378,0.0,6.2001,3.8372,143.5,143.5,3.8372,50.76,0
ford_mustang_mache_er,Ford,Mustang Mach-E,Extended Range RWD,2024,SUV,RWD,NMC,88.0,181.0,0.67,2097.0,150.0,0.008,tapered_nmc,highway,flat,mild,160.96,96.3,-0.24,14.7,47.66,1.59,29.1338,3.5513,0.0,1.479,2.6576,1.2353,36.5779,35.0989,218.06,219.224,35.2863,7.77,1
tesla_model_y_lr_awd,Tesla,Model Y,Long Range AWD,2024,SUV,AWD,NMC,75.0,179.0,0.72,2232.0,250.0,0.008,tapered_nmc,mixed,flat,cold,56.69,87.6,0.23,-2.9,52.69,2.68,10.1475,-0.4557,0.793,0.0,1.7344,1.859,14.5006,14.5006,255.79,251.463,14.2554,33.36,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,highway,flat,hot,57.91,95.8,-0.58,34.3,99.34,1.89,8.5707,0.96,0.0,1.3463,1.1425,0.0,10.6732,9.3269,161.06,158.317,9.1682,86.74,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,city,rolling,mild,14.08,49.7,-3.14,18.5,90.56,1.63,2.2387,-1.4229,0.0,1.8216,0.4618,0.0269,1.3045,1.5671,111.3,111.3,1.5671,88.44,0
kia_ev9_lr_awd,Kia,EV9,Long Range AWD,2024,SUV,AWD,NMC,96.0,205.0,0.7,2640.0,235.0,0.009,tapered_nmc,mixed,rolling,hot,38.78,57.1,1.7,35.5,41.58,2.39,7.9499,-4.2819,4.7427,0.0,1.6232,0.0,10.3349,10.3349,266.5,265.013,10.2772,30.81,0
volkswagen_id3_pro,Volkswagen,ID.3,Pro,2024,Hatchback,RWD,NMC,58.0,149.0,0.67,1809.0,135.0,0.008,tapered_nmc,mixed,rolling,cold,33.07,55.8,2.46,-3.3,36.97,2.26,4.9274,-2.7412,4.0103,0.0,1.3394,0.9185,8.4543,8.4543,255.65,257.137,8.5035,22.39,0
kia_ev6_lr_rwd,Kia,EV6,Long Range RWD,2024,Crossover,RWD,NMC,74.0,148.0,0.73,2015.0,235.0,0.008,tapered_nmc,mixed,flat,mild,28.47,52.4,0.33,17.3,46.95,1.64,4.2136,-2.5336,0.5159,0.0,0.891,0.091,3.1779,3.1779,111.62,109.132,3.107,42.66,0
hyundai_ioniq6_lr_rwd,Hyundai,IONIQ 6,Long Range RWD,2024,Sedan,RWD,NMC,74.0,130.0,0.75,1985.0,235.0,0.008,tapered_nmc,mixed,flat,hot,40.34,86.6,0.41,32.8,46.02,1.9,5.2442,-0.3323,0.8946,0.0,0.8851,0.0,6.6916,6.6916,165.88,162.112,6.5396,36.98,0
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,city,hilly_up,mild,18.42,28.4,6.43,19.9,41.06,1.94,3.113,-2.6748,7.0521,0.0,1.2583,0.0025,8.751,8.751,475.08,470.982,8.6755,29.23,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,highway,hilly_down,cold,90.21,132.1,-6.19,6.4,64.02,1.97,14.3434,13.1973,0.0,23.0072,1.3453,1.5606,30.4465,10.0404,111.3,111.3,10.0404,50.45,0
tesla_model_y_lr_awd,Tesla,Model Y,Long Range AWD,2024,SUV,AWD,NMC,75.0,179.0,0.72,2232.0,250.0,0.008,tapered_nmc,mixed,hilly_down,mild,47.23,84.6,-3.5,16.5,94.28,1.31,8.4542,-0.8441,0.0,7.239,0.7313,0.2367,8.8355,5.9179,125.3,125.3,5.9179,86.39,0
nissan_ariya_87kwh,Nissan,Ariya,87kWh RWD,2024,SUV,RWD,NMC,87.0,176.0,0.67,2175.0,130.0,0.008,tapered_nmc,mixed,hilly_down,hot,21.57,98.2,-2.66,34.9,55.33,2.35,3.7963,0.6066,0.0,2.2784,0.5162,0.0,4.9191,2.6574,123.2,123.2,2.6574,52.28,0
tesla_model_3_rwd,Tesla,Model 3,RWD,2024,Sedan,RWD,LFP,57.5,139.0,0.72,1761.0,170.0,0.007,flat_lfp,highway,flat,cold,135.6,107.7,0.63,6.4,69.72,1.2,18.8484,6.7274,4.0995,0.0,1.5109,1.7944,32.9805,32.9805,243.22,243.04,32.9562,12.36,0
byd_han,BYD,Han,EV AWD,2024,Sedan,AWD,LFP,82.0,161.0,0.68,2320.0,120.0,0.007,flat_lfp,mixed,hilly_up,cold,46.32,63.6,5.42,-8.9,23.99,1.98,7.4575,-3.3246,15.8717,0.0,1.442,1.5087,23.644,23.644,510.45,499.778,23.1497,0.0,1
tesla_model_y_lr_awd,Tesla,Model Y,Long Range AWD,2024,SUV,AWD,NMC,75.0,179.0,0.72,2232.0,250.0,0.008,tapered_nmc,mixed,hilly_up,cold,45.0,80.9,1.52,0.5,48.47,1.88,8.055,-1.3351,4.1602,0.0,1.0457,1.2566,13.578,13.578,301.73,306.004,13.7702,30.37,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,mixed,hilly_down,hot,32.29,80.8,-6.7,30.2,49.61,1.8,5.1341,-0.8599,0.0,8.9138,0.7193,0.0,4.9935,3.5939,111.3,111.3,3.5939,44.75,0
byd_dolphin,BYD,Dolphin,Standard,2024,Hatchback,FWD,LFP,43.2,145.0,0.65,1490.0,60.0,0.007,flat_lfp,highway,flat,mild,167.29,107.2,0.4,14.1,50.14,1.28,24.257,8.3985,2.717,0.0,1.9975,1.0018,38.3718,38.3718,229.37,226.391,37.873,0.0,1
volkswagen_id4_pro,Volkswagen,ID.4,Pro,2024,SUV,RWD,NMC,77.0,165.0,0.68,2124.0,135.0,0.008,tapered_nmc,city,flat,hot,15.98,59.0,0.12,38.4,90.75,2.39,2.6367,-1.3505,0.111,0.0,0.6473,0.0,2.0445,2.0445,127.94,126.732,2.0252,88.09,0
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,highway,flat,mild,59.97,92.7,-0.72,11.2,23.29,1.6,10.1349,0.5223,0.0,1.7996,1.0351,0.7135,12.4058,10.6062,176.86,172.075,10.3193,8.96,1
renault_megane_ev60,Renault,Megane E-Tech,EV60,2024,Hatchback,FWD,NMC,55.0,149.0,0.68,1624.0,130.0,0.008,tapered_nmc,highway,flat,hot,69.44,119.1,-0.6,34.6,65.28,2.1,10.3466,6.3119,0.0,1.2538,1.2244,0.0,17.8828,16.629,239.47,236.462,16.4199,35.05,0
tesla_model_3_lr_awd,Tesla,Model 3,Long Range AWD,2024,Sedan,AWD,NMC,75.0,134.0,0.74,1844.0,250.0,0.008,tapered_nmc,highway,rolling,mild,123.79,99.7,-1.72,19.6,38.7,1.53,16.5879,3.1527,0.0,7.9172,1.8997,0.0531,22.3441,14.4269,116.54,117.452,14.5394,19.46,0
volvo_ex40_twin,Volvo,EX40,Twin Motor AWD,2024,SUV,AWD,NMC,79.0,195.0,0.68,2270.0,150.0,0.009,tapered_nmc,highway,hilly_down,mild,112.06,130.9,-2.42,11.4,88.05,1.51,21.8517,19.4597,0.0,11.4069,1.2927,1.6913,45.6243,34.2174,305.35,310.862,34.8352,44.74,0
renault_megane_ev60,Renault,Megane E-Tech,EV60,2024,Hatchback,FWD,NMC,55.0,149.0,0.68,1624.0,130.0,0.008,tapered_nmc,city,rolling,cold,4.97,33.8,0.22,-3.2,99.31,2.3,0.7405,-0.6004,0.0484,0.0,0.3382,0.1374,0.6641,0.6641,133.63,130.531,0.6487,98.1,0
tesla_model_3_rwd,Tesla,Model 3,RWD,2024,Sedan,RWD,LFP,57.5,139.0,0.72,1761.0,170.0,0.007,flat_lfp,highway,hilly_up,mild,172.23,93.0,6.59,13.3,63.33,1.17,23.94,1.3724,54.4653,0.0,2.1668,1.1228,83.0672,83.0672,482.3,479.381,82.5637,0.0,1
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,highway,hilly_down,hot,51.07,132.0,-2.64,31.7,90.62,1.89,8.6308,7.9199,0.0,5.6193,0.7312,0.0,17.2819,11.6626,228.36,226.41,11.5628,74.86,0
hyundai_ioniq5_lr_rwd,Hyundai,IONIQ 5,Long Range RWD,2024,SUV,RWD,NMC,74.0,159.0,0.72,2100.0,235.0,0.008,tapered_nmc,mixed,flat,cold,42.77,59.5,-0.42,4.0,75.52,2.43,6.8004,-3.4353,0.0,0.7401,1.7467,0.8705,5.9823,5.2422,122.57,120.724,5.1634,68.44,0
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,highway,flat,hot,129.53,101.6,0.4,39.5,31.51,1.88,21.8906,5.0102,3.085,0.0,2.3968,0.0,32.3825,32.3825,250.0,249.623,32.3337,0.0,1
kia_ev9_lr_awd,Kia,EV9,Long Range AWD,2024,SUV,AWD,NMC,96.0,205.0,0.7,2640.0,235.0,0.009,tapered_nmc,highway,flat,cold,36.66,122.1,0.31,1.2,49.22,2.68,7.5153,5.1074,0.8176,0.0,0.8047,1.2716,15.982,15.982,435.95,436.504,16.0022,32.57,0
volkswagen_id4_pro,Volkswagen,ID.4,Pro,2024,SUV,RWD,NMC,77.0,165.0,0.68,2124.0,135.0,0.008,tapered_nmc,highway,rolling,mild,172.62,129.1,3.02,11.3,50.64,1.8,28.4823,24.1118,30.173,0.0,2.4068,1.9824,87.1563,87.1563,504.9,496.614,85.7255,0.0,1
byd_dolphin,BYD,Dolphin,Standard,2024,Hatchback,FWD,LFP,43.2,145.0,0.65,1490.0,60.0,0.007,flat_lfp,highway,flat,mild,177.96,131.0,0.9,14.1,73.59,1.5,25.8042,23.043,6.5031,0.0,2.0377,1.0657,58.4536,58.4536,328.47,332.259,59.1288,0.0,1
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,mixed,rolling,mild,18.56,98.1,-1.1,14.8,46.5,1.43,3.1366,0.4949,0.0,0.8509,0.2705,0.1305,4.0326,3.1816,171.42,167.033,3.1001,42.2,0
renault_megane_ev60,Renault,Megane E-Tech,EV60,2024,Hatchback,FWD,NMC,55.0,149.0,0.68,1624.0,130.0,0.008,tapered_nmc,highway,hilly_down,mild,165.52,136.2,-3.26,19.5,44.22,1.22,24.6625,25.2174,0.0,16.2379,1.4826,0.0986,51.4612,35.2233,212.8,217.259,35.9607,0.0,1
nissan_leaf_40,Nissan,Leaf,40kWh,2024,Hatchback,FWD,NMC,36.0,153.0,0.65,1543.0,50.0,0.009,tapered_nmc,mixed,flat,mild,28.32,89.9,0.65,17.7,97.65,0.91,4.333,-0.0082,0.774,0.0,0.2867,0.0897,5.4751,5.4751,193.33,189.72,5.3729,82.44,0
byd_seal_lr,BYD,Seal,Long Range RWD,2024,Sedan,RWD,LFP,80.0,153.0,0.68,2150.0,150.0,0.007,flat_lfp,city,hilly_up,mild,7.91,49.5,2.24,20.9,79.86,1.54,1.2102,-0.7722,1.0381,0.0,0.2461,0.0,1.7222,1.7222,217.72,223.444,1.7674,77.71,0
polestar_2_lr_rwd,Polestar,2,Long Range Single Motor,2024,Fastback,RWD,NMC,79.0,157.0,0.7,2060.0,205.0,0.008,tapered_nmc,city,flat,hot,5.76,25.2,-0.45,35.8,38.36,1.89,0.9043,-0.8004,0.0,0.1019,0.432,0.0,0.5359,0.633,109.9,109.954,0.6333,37.56,0
tesla_model_3_rwd,Tesla,Model 3,RWD,2024,Sedan,RWD,LFP,57.5,139.0,0.72,1761.0,170.0,0.007,flat_lfp,city,flat,hot,12.75,31.9,-0.32,37.5,46.14,1.69,1.7723,-1.4683,0.0,0.141,0.6755,0.0,0.9794,1.2406,97.3,100.038,1.2755,43.98,0
byd_seal_lr,BYD,Seal,Long Range RWD,2024,Sedan,RWD,LFP,80.0,153.0,0.68,2150.0,150.0,0.007,flat_lfp,mixed,rolling,mild,34.69,80.4,2.16,23.0,79.57,1.25,5.3076,-0.9261,4.39,0.0,0.5393,0.0,9.3108,9.3108,268.4,260.72,9.0444,67.93,0
byd_atto3_lr,BYD,Atto 3,Extended Range,2024,SUV,FWD,LFP,58.0,157.0,0.65,1750.0,88.0,0.007,flat_lfp,city,flat,mild,9.86,46.3,0.22,11.7,33.14,1.4,1.548,-1.0479,0.1034,0.0,0.2981,0.0899,0.9916,1.0836,109.9,109.9,1.0836,31.27,0
byd_dolphin,BYD,Dolphin,Standard,2024,Hatchback,FWD,LFP,43.2,145.0,0.65,1490.0,60.0,0.007,flat_lfp,city,rolling,hot,8.26,32.1,0.98,30.5,51.83,1.58,1.1977,-0.9901,0.3287,0.0,0.4066,0.0,0.9428,0.9428,114.14,111.809,0.9235,49.65,0
bmw_ix3,BMW,iX3,Impressive,2024,SUV,RWD,NMC,74.0,169.0,0.7,2185.0,150.0,0.008,tapered_nmc,highway,rolling,mild,156.75,91.6,3.17,17.9,89.98,1.35,26.4907,0.8056,29.5859,0.0,2.3102,0.445,59.6375,59.6375,380.46,375.861,58.9163,9.39,1
kia_ev9_lr_awd,Kia,EV9,Long Range AWD,2024,SUV,AWD,NMC,96.0,205.0,0.7,2640.0,235.0,0.009,tapered_nmc,highway,hilly_up,mild,59.4,112.6,4.56,19.9,85.83,1.84,12.177,5.6445,19.486,0.0,0.9707,0.011,39.4377,39.4377,663.93,660.64,39.242,44.75,0
